name,season,chapter,airdate,info,rating,total_votes,z_score
How I Met Your Mother,5,7,9 Nov. 2009,The Rough Patch,7.8,"2,472",-0.6672
How I Met Your Mother,5,8,16 Nov. 2009,The Playbook,9.4,"5,316",1.5128
How I Met Your Mother,5,9,23 Nov. 2009,Slapsgiving 2: Revenge of the Slap,8.0,"2,564",-0.3947
How I Met Your Mother,5,10,7 Dec. 2009,The Window,8.1,"2,495",-0.2584
How I Met Your Mother,5,11,14 Dec. 2009,Last Cigarette Ever,7.8,"2,614",-0.6672
How I Met Your Mother,5,12,11 Jan. 2010,Girls vs. Suits,9.1,"4,189",1.1040
How I Met Your Mother,5,13,18 Jan. 2010,Jenkins,8.6,"2,749",0.4228
How I Met Your Mother,5,14,1 Feb. 2010,Perfect Week,8.8,"2,983",0.6953
How I Met Your Mother,5,15,8 Feb. 2010,Rabbit or Duck,8.0,"2,460",-0.3947
How I Met Your Mother,5,16,1 Mar. 2010,Hooked,7.8,"2,411",-0.6672
How I Met Your Mother,5,17,8 Mar. 2010,Of Course,8.3,"2,695",0.0141
How I Met Your Mother,5,18,22 Mar. 2010,Say Cheese,8.2,"2,471",-0.1222
How I Met Your Mother,5,19,12 Apr. 2010,Zoo or False,7.6,"2,412",-0.9397
How I Met Your Mother,5,20,19 Apr. 2010,Home Wreckers,7.9,"2,399",-0.5309
How I Met Your Mother,5,21,3 May 2010,Twin Beds,7.8,"2,346",-0.6672
How I Met Your Mother,5,22,10 May 2010,Robots vs. Wrestlers,8.2,"2,484",-0.1222
How I Met Your Mother,5,23,17 May 2010,The Wedding Bride,8.1,"2,617",-0.2584
How I Met Your Mother,5,24,24 May 2010,Doppelgangers,8.5,"2,536",0.2866
How I Met Your Mother,6,1,20 Sep. 2010,Big Days,8.2,"2,643",-0.1222
How I Met Your Mother,6,2,27 Sep. 2010,Cleaning House,8.3,"2,645",0.0141
How I Met Your Mother,6,3,4 Oct. 2010,Unfinished,7.8,"2,365",-0.6672
How I Met Your Mother,6,4,11 Oct. 2010,Subway Wars,8.6,"2,724",0.4228
How I Met Your Mother,6,5,18 Oct. 2010,Architect of Destruction,7.8,"2,319",-0.6672
How I Met Your Mother,6,6,25 Oct. 2010,Baby Talk,7.7,"2,330",-0.8034
How I Met Your Mother,6,7,1 Nov. 2010,Canning Randy,7.7,"2,295",-0.8034
How I Met Your Mother,6,8,8 Nov. 2010,Natural History,8.1,"2,406",-0.2584
How I Met Your Mother,6,9,15 Nov. 2010,Glitter,8.5,"2,834",0.2866
How I Met Your Mother,6,10,22 Nov. 2010,Blitzgiving,9.1,"3,804",1.1040
How I Met Your Mother,6,11,6 Dec. 2010,The Mermaid Theory,8.0,"2,442",-0.3947
How I Met Your Mother,6,12,13 Dec. 2010,False Positive,8.2,"2,393",-0.1222
How I Met Your Mother,6,13,3 Jan. 2011,Bad News,8.9,"3,452",0.8315
How I Met Your Mother,6,14,17 Jan. 2011,Last Words,8.6,"2,857",0.4228
How I Met Your Mother,6,15,7 Feb. 2011,Oh Honey,8.8,"3,202",0.6953
How I Met Your Mother,6,16,14 Feb. 2011,Desperation Day,8.1,"2,349",-0.2584
How I Met Your Mother,6,17,21 Feb. 2011,Garbage Island,7.7,"2,223",-0.8034
How I Met Your Mother,6,18,28 Feb. 2011,A Change of Heart,8.3,"2,434",0.0141
How I Met Your Mother,6,19,21 Mar. 2011,Legendaddy,8.3,"2,573",0.0141
How I Met Your Mother,6,20,11 Apr. 2011,The Exploding Meatball Sub,7.7,"2,247",-0.8034
How I Met Your Mother,6,21,18 Apr. 2011,Hopeless,8.0,"2,248",-0.3947
How I Met Your Mother,6,22,2 May 2011,The Perfect Cocktail,7.9,"2,262",-0.5309
How I Met Your Mother,6,23,9 May 2011,Landmarks,7.8,"2,203",-0.6672
How I Met Your Mother,6,24,16 May 2011,Challenge Accepted,8.5,"2,590",0.2866
How I Met Your Mother,7,1,19 Sep. 2011,The Best Man,8.6,"3,288",0.4228
How I Met Your Mother,7,2,19 Sep. 2011,The Naked Truth,8.1,"2,610",-0.2584
How I Met Your Mother,7,3,26 Sep. 2011,Ducky Tie,8.9,"3,299",0.8315
How I Met Your Mother,7,4,3 Oct. 2011,The Stinson Missile Crisis,8.1,"2,465",-0.2584
How I Met Your Mother,7,5,10 Oct. 2011,Field Trip,7.5,"2,336",-1.0759
How I Met Your Mother,7,6,17 Oct. 2011,Mystery vs. History,7.8,"2,438",-0.6672
How I Met Your Mother,7,7,24 Oct. 2011,Noretta,7.7,"2,435",-0.8034
How I Met Your Mother,7,8,31 Oct. 2011,The Slutty Pumpkin Returns,7.5,"2,505",-1.0759
How I Met Your Mother,7,9,7 Nov. 2011,Disaster Averted,8.3,"2,609",0.0141
How I Met Your Mother,7,10,14 Nov. 2011,Tick Tick Tick,9.0,"3,677",0.9678
How I Met Your Mother,7,11,21 Nov. 2011,The Rebound Girl,8.0,"2,481",-0.3947
How I Met Your Mother,7,12,5 Dec. 2011,Symphony of Illumination,8.8,"3,341",0.6953
How I Met Your Mother,7,13,2 Jan. 2012,Tailgate,7.8,"2,475",-0.6672
How I Met Your Mother,7,14,16 Jan. 2012,46 Minutes,7.7,"2,546",-0.8034
How I Met Your Mother,7,15,6 Feb. 2012,The Burning Beekeeper,7.3,"2,686",-1.3484
How I Met Your Mother,7,16,13 Feb. 2012,The Drunk Train,8.1,"2,544",-0.2584
How I Met Your Mother,7,17,20 Feb. 2012,No Pressure,8.4,"2,674",0.1503
How I Met Your Mother,7,18,27 Feb. 2012,Karma,8.0,"2,353",-0.3947
How I Met Your Mother,7,19,19 Mar. 2012,The Broath,8.6,"2,765",0.4228
How I Met Your Mother,7,20,9 Apr. 2012,Trilogy Time,8.6,"2,655",0.4228
How I Met Your Mother,7,21,16 Apr. 2012,Now We're Even,8.0,"2,276",-0.3947
How I Met Your Mother,7,22,30 Apr. 2012,Good Crazy,7.8,"2,210",-0.6672
How I Met Your Mother,7,23,14 May 2012,The Magician's Code: Part 1,8.5,"2,676",0.2866
How I Met Your Mother,7,24,14 May 2012,The Magician's Code: Part 2,8.9,"3,127",0.8315
How I Met Your Mother,8,1,24 Sep. 2012,Farhampton,8.6,"4,128",0.4228
How I Met Your Mother,8,2,1 Oct. 2012,The Pre-Nup,7.4,"2,698",-1.2121
How I Met Your Mother,8,3,8 Oct. 2012,Nannies,7.4,"2,483",-1.2121
How I Met Your Mother,8,4,15 Oct. 2012,Who Wants to Be a Godparent,7.5,"2,575",-1.0759
How I Met Your Mother,8,5,5 Nov. 2012,The Autumn of Breakups,7.5,"2,562",-1.0759
How I Met Your Mother,8,6,12 Nov. 2012,Splitsville,7.6,"2,354",-0.9397
How I Met Your Mother,8,7,19 Nov. 2012,The Stamp Tramp,7.4,"2,282",-1.2121
How I Met Your Mother,8,8,26 Nov. 2012,Twelve Horny Women,7.6,"2,342",-0.9397
How I Met Your Mother,8,9,3 Dec. 2012,Lobster Crawl,7.5,"2,323",-1.0759
How I Met Your Mother,8,10,10 Dec. 2012,The Over-Correction,8.1,"2,407",-0.2584
How I Met Your Mother,8,11,17 Dec. 2012,The Final Page: Part One,8.6,"2,949",0.4228
How I Met Your Mother,8,12,17 Dec. 2012,The Final Page: Part Two,9.4,"5,441",1.5128
How I Met Your Mother,8,13,14 Jan. 2013,Band or DJ?,7.9,"2,479",-0.5309
How I Met Your Mother,8,14,21 Jan. 2013,Ring Up!,7.9,"2,473",-0.5309
How I Met Your Mother,8,15,4 Feb. 2013,P.S. I Love You,8.2,"2,861",-0.1222
How I Met Your Mother,8,16,11 Feb. 2013,Bad Crazy,7.6,"2,297",-0.9397
How I Met Your Mother,8,17,18 Feb. 2013,The Ashtray,7.8,"2,320",-0.6672
How I Met Your Mother,8,18,25 Feb. 2013,Weekend at Barney's,8.1,"2,509",-0.2584
How I Met Your Mother,8,19,18 Mar. 2013,The Fortress,8.0,"2,303",-0.3947
How I Met Your Mother,8,20,25 Mar. 2013,The Time Travelers,8.3,"3,644",0.0141
How I Met Your Mother,8,21,15 Apr. 2013,Romeward Bound,7.4,"2,252",-1.2121
How I Met Your Mother,8,22,29 Apr. 2013,The Bro Mitzvah,8.7,"2,989",0.5591
How I Met Your Mother,8,23,6 May 2013,Something Old,7.6,"2,427",-0.9397
How I Met Your Mother,8,24,13 May 2013,Something New,8.8,"3,446",0.6953
How I Met Your Mother,9,1,23 Sep. 2013,The Locket,7.8,"3,215",-0.6672
How I Met Your Mother,9,2,23 Sep. 2013,Coming Back,7.7,"2,809",-0.8034
How I Met Your Mother,9,3,30 Sep. 2013,Last Time in New York,7.6,"2,667",-0.9397
How I Met Your Mother,9,4,7 Oct. 2013,The Broken Code,7.3,"2,573",-1.3484
How I Met Your Mother,9,5,14 Oct. 2013,The Poker Game,7.2,"2,555",-1.4846
How I Met Your Mother,9,6,21 Oct. 2013,Knight Vision,7.5,"2,534",-1.0759
How I Met Your Mother,9,7,28 Oct. 2013,No Questions Asked,7.4,"2,572",-1.2121
How I Met Your Mother,9,8,4 Nov. 2013,The Lighthouse,7.3,"2,597",-1.3484
How I Met Your Mother,9,9,11 Nov. 2013,Platonish,8.3,"2,973",0.0141
How I Met Your Mother,9,10,18 Nov. 2013,Mom and Dad,6.8,"2,698",-2.0296
How I Met Your Mother,9,11,25 Nov. 2013,Bedtime Stories,5.7,"4,471",-3.5283
How I Met Your Mother,9,12,2 Dec. 2013,The Rehearsal Dinner,7.8,"2,819",-0.6672
How I Met Your Mother,9,13,16 Dec. 2013,Bass Player Wanted,8.3,"2,885",0.0141
How I Met Your Mother,9,14,13 Jan. 2014,Slapsgiving 3: Slappointment in Slapmarra,5.9,"4,551",-3.2558
How I Met Your Mother,9,15,20 Jan. 2014,Unpause,8.4,"3,007",0.1503
How I Met Your Mother,9,16,27 Jan. 2014,How Your Mother Met Me,9.5,"8,200",1.6490
How I Met Your Mother,9,17,3 Feb. 2014,Sunrise,8.2,"3,142",-0.1222
How I Met Your Mother,9,18,24 Feb. 2014,Rally,8.0,"2,591",-0.3947
How I Met Your Mother,9,19,3 Mar. 2014,Vesuvius,7.7,"2,636",-0.8034
How I Met Your Mother,9,20,10 Mar. 2014,Daisy,8.5,"2,916",0.2866
How I Met Your Mother,9,21,17 Mar. 2014,Gary Blauman,8.3,"3,005",0.0141
How I Met Your Mother,9,22,24 Mar. 2014,The End of the Aisle,8.9,"3,877",0.8315
How I Met Your Mother,9,23,31 Mar. 2014,Last Forever: Part One,6.7,"8,705",-2.1659
How I Met Your Mother,9,24,31 Mar. 2014,Last Forever: Part Two,5.5,"15,916",-3.8008
Mr Robot,1,1,24 Jun. 2015,eps1.0_hellofriend.mov,9.3,"13,296",1.3765
Mr Robot,1,2,1 Jul. 2015,eps1.1_ones-and-zer0es.mpeg,8.7,"9,446",0.5591
Mr Robot,1,3,8 Jul. 2015,eps1.2_d3bug.mkv,8.3,"8,336",0.0141
Mr Robot,1,4,15 Jul. 2015,eps1.3_da3m0ns.mp4,8.1,"8,207",-0.2584
Mr Robot,1,5,22 Jul. 2015,eps1.4_3xpl0its.wmv,8.6,"7,382",0.4228
Mr Robot,1,6,29 Jul. 2015,eps1.5_br4ve-trave1er.asf,9.2,"8,590",1.2403
Mr Robot,1,7,5 Aug. 2015,eps1.6_v1ew-s0urce.flv,8.6,"6,999",0.4228
Mr Robot,1,8,12 Aug. 2015,eps1.7_wh1ter0se.m4v,9.5,"10,366",1.6490
Mr Robot,1,9,19 Aug. 2015,eps1.8_m1rr0r1ng.qt,9.3,"8,440",1.3765
Mr Robot,1,10,2 Sep. 2015,eps1.9_zer0-day.avi,8.9,"7,563",0.8315
Mr Robot,2,1,10 Jul. 2016,eps2.0_unm4sk-pt1.tc,8.3,"5,768",0.0141
Mr Robot,2,2,13 Jul. 2016,eps2.0_unm4sk-pt2.tc,8.4,"5,294",0.1503
Mr Robot,2,3,20 Jul. 2016,eps2.1_k3rnel-pan1c.ksd,8.5,"5,120",0.2866
Mr Robot,2,4,27 Jul. 2016,eps2.2_init_1.asec,8.4,"4,771",0.1503
Mr Robot,2,5,3 Aug. 2016,eps2.3_logic-b0mb.hc,8.9,"4,897",0.8315
Mr Robot,2,6,10 Aug. 2016,eps2.4_m4ster-s1ave.aes,9.1,"5,630",1.1040
Mr Robot,2,7,17 Aug. 2016,eps2.5_h4ndshake.sme,9.3,"6,106",1.3765
Mr Robot,2,8,24 Aug. 2016,eps2.6_succ3ss0r.p12,8.6,"4,312",0.4228
Mr Robot,2,9,31 Aug. 2016,eps2.7_init_5.fve,8.7,"4,151",0.5591
Mr Robot,2,10,7 Sep. 2016,eps2.8_h1dden-pr0cess.axx,9.3,"5,316",1.3765
Mr Robot,2,11,14 Sep. 2016,eps2.9_pyth0n-pt1.p7z,8.6,"4,254",0.4228
Mr Robot,2,12,21 Sep. 2016,eps2.9_pyth0n-pt2.p7z,9.0,"4,754",0.9678
Mr Robot,3,1,11 Oct. 2017,eps3.0_power-saver-mode.h,8.8,"4,634",0.6953
Mr Robot,3,2,18 Oct. 2017,eps3.1_undo.gz,9.2,"4,270",1.2403
Mr Robot,3,3,25 Oct. 2017,eps3.2_legacy.so,8.8,"3,952",0.6953
Mr Robot,3,4,1 Nov. 2017,eps3.3_m3tadata.par2,8.5,"3,488",0.2866
Mr Robot,3,5,8 Nov. 2017,eps3.4_runtime-err0r.r00,9.7,"7,914",1.9215
Mr Robot,3,6,15 Nov. 2017,eps3.5_kill-pr0cess.inc,9.7,"7,187",1.9215
Mr Robot,3,7,22 Nov. 2017,eps3.6_fredrick+tanya.chk,9.1,"4,095",1.1040
Mr Robot,3,8,29 Nov. 2017,eps3.7_dont-delete-me.ko,9.2,"4,945",1.2403
Mr Robot,3,9,6 Dec. 2017,eps3.8_stage3.torrent,8.7,"3,397",0.5591
Mr Robot,3,10,13 Dec. 2017,shutdown -r,9.5,"5,172",1.6490
Mr Robot,4,1,6 Oct. 2019,401 Unauthorized,9.4,"5,598",1.5128
Mr Robot,4,2,13 Oct. 2019,402 Payment Required,8.9,"4,409",0.8315
Mr Robot,4,3,20 Oct. 2019,403 Forbidden,8.8,"4,364",0.6953
Mr Robot,4,4,27 Oct. 2019,404 Not Found,8.9,"4,752",0.8315
Mr Robot,4,5,3 Nov. 2019,405 Method Not Allowed,9.8,"8,451",2.0578
Mr Robot,4,6,10 Nov. 2019,406 Not Acceptable,9.2,"4,685",1.2403
Mr Robot,4,7,17 Nov. 2019,407 Proxy Authentication Required,9.9,"17,618",2.1940
Mr Robot,4,8,24 Nov. 2019,408 Request Timeout,9.3,"5,214",1.3765
Mr Robot,4,9,1 Dec. 2019,409 Conflict,9.8,"8,493",2.0578
Mr Robot,4,10,8 Dec. 2019,410 Gone,8.4,"5,071",0.1503
Mr Robot,4,11,15 Dec. 2019,eXit,9.6,"6,112",1.7853
Mr Robot,4,12,22 Dec. 2019,whoami,9.7,"6,660",1.9215
Mr Robot,4,13,22 Dec. 2019,"Hello, Elliot",9.9,"10,890",2.1940
