ID SERVIÇO;PROCESSO;SEI;TIPO;ANALISTA;ORGAO RESPONSAVEL;ANALISE;ANO;VIA;UF;DATA FINALIZACAO;DESCRICAO SERVICO;QUANTITATIVO INICIAL;UNIDADE INICIAL;PRECO UNITARIO INICIAL;MES BASE INICIAL;ANO BASE INICIAL;PRECO TOTAL INICIAL;QUANTITATIVO FINAL;UNIDADE FINAL;PREÇO UNITARIO FINAL;MES BASE FINAL;ANO BASE FINAL;PRECO TOTAL FINAL;MODALIDADE;TIPO DE INDICE;INDICE INICIAL;INDICE FINAL;INDICE ATUAL;ECONOMIA ATUAL;PESO POR UF;VARIACAO FINAL X INICIAL ATUAL;VARIACAO PONDERADA ATUAL
496;50607.001702/2018-97;4645090;PE;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-101;RJ;11/12/2019;Fornecimento e colocação de barreira de siltagem. ;434;m;R$ 13,47;Novembro;2017;R$ 7.548,81;434;m;R$ 10,08;Novembro;2017;R$ 5.649,00;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 1.899,81;0,01%;-25,17%;0,00%
497;50607.001702/2018-97;4645090;PE;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-101;RJ;11/12/2019;Aquisição, carga, manobra e descarga de material de jazida comercial. ;2369,38;m³;R$ 84,08;Novembro;2017;R$ 257.245,90;2369,38;m³;R$ 75,45;Novembro;2017;R$ 230.842,10;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 26.403,81;0,26%;-10,26%;-0,03%
498;50607.001702/2018-97;4645090;PE;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-101;RJ;11/12/2019;Taxa para recebimento de resíduos sólidos em bota fora comercial. ;3827,08;t;R$ 58,70;Novembro;2017;R$ 290.085,95;3827,08;t;R$ 58,70;Novembro;2017;R$ 290.085,95;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713; R$-   ;0,32%;0,00%;0,00%
499;50607.001702/2018-97;4645090;PE;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-101;RJ;11/12/2019;Barra de transferência Ø 32 mm – aço CA-25 – fornecimento, dobragem e colocação. ;1082;kg;R$ 10,30;Novembro;2017;R$ 14.390,82;1082;kg;R$ 6,83;Novembro;2017;R$ 9.542,65;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 4.848,17;0,01%;-33,69%;0,00%
500;50607.001702/2018-97;4645090;PE;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-101;RJ;11/12/2019;Fornecimento e implantação de placa de regulamentação em aço D-0,50 m - pelicula retrorreflexiva tipo I e SI;6;und;R$ 189,13;Novembro;2017;R$ 1.465,32;6;und;R$ 147,63;Novembro;2017;R$ 1.143,79;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 321,53;0,00%;-21,94%;0,00%
501;50607.001702/2018-97;4645090;PE;Arilson Frank;DNIT;AT n. 38/2019;2019;BR-101;RJ;11/12/2019;Fornecimento e implantação de suporte metálico galvanizado para placa de regulmanentação - D=0,50 m;6;und;R$ 221,14;Novembro;2017;R$ 1.713,32;6;und;R$ 219,26;Novembro;2017;R$ 1.698,76;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 14,57;0,00%;-0,85%;0,00%
502;50608.001289/2019-31;4656316;RPFO;Arilson Frank;DNIT;AT n. 49/2019;2019;EF-265;SP;12/12/2019;Descarte de material de demolição. ;;m³;R$ 162,19;Março;2013;R$ 602.605,45;2258,4;m³;R$ 14,64;Março;2013;R$ 54.393,88;RODOVIÁRIO;IGP-DI;507,375;507,375;834,713;-R$ 548.211,56;0,04%;-90,97%;-0,04%
503;50608.001289/2019-31;4656316;RPFO;Arilson Frank;DNIT;AT n. 49/2019;2019;EF-265;SP;12/12/2019;Carga, transporte e lançamento e colocação de lajotas pré-moldada.;;und;R$ 34,24;Março;2013;R$ 104.098,35;1848;und;R$ 29,23;Março;2013;R$ 88.866,67;RODOVIÁRIO;IGP-DI;507,375;507,375;834,713;-R$ 15.231,68;0,07%;-14,63%;-0,01%
504;50617.000684/2015-64;4674991;AD;Rodrigo Lima;DNIT;AT n. 71/2019;2019;BR-262;ES;16/12/2019;Destinação de demolição em área urbana.;18,9;m³;R$ 46,87;Janeiro;2019;R$ 1.059,46;18,9;m³;R$ 17,85;Janeiro;2019;R$ 403,49;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 655,98;50,00%;-61,92%;-30,96%
505;50617.000684/2015-64;4674991;AD;Rodrigo Lima;DNIT;AT n. 71/2019;2019;BR-262;ES;16/12/2019;Destinação de demolição em área urbana.;18,9;m³;R$ 46,87;Janeiro;2019;R$ 1.059,46;18,9;m³;R$ 17,85;Janeiro;2019;R$ 403,49;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 655,98;50,00%;-61,92%;-30,96%
506;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Aquisição, carga, manobra e descarga de material de jazida comercial. ;3084,81;m³;R$ 44,14;Novembro;2017;R$ 175.825,47;3084,81;m³;R$ 37,38;Novembro;2017;R$ 148.897,97;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 26.927,51;0,17%;-15,31%;-0,03%
507;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Taxa para recebimento de resíduos sólidos em bota fora comercial. ;6541,15;t;R$ 58,70;Novembro;2017;R$ 495.807,69;6541,15;t;R$ 58,70;Novembro;2017;R$ 495.807,69;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713; R$-   ;0,55%;0,00%;0,00%
508;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Fornecimento e colocação de barreira de siltagem. ;100;m;R$ 12,87;Novembro;2017;R$ 1.661,88;100;m;R$ 12,88;Novembro;2017;R$ 1.663,17;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;R$ 1,29;0,00%;0,08%;0,00%
509;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Pavimento de concreto com equipamento de pequeno porte, espessura de 0,21 m, com agente de cura e com tela soldada – concreto usinado – areia e brita comerciais. ;3364;m²;R$ 127,62;Novembro;2017;R$ 554.364,97;3364;m²;R$ 127,53;Novembro;2017;R$ 553.974,02;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 390,95;0,62%;-0,07%;0,00%
510;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Barra de transferência Ø 32 mm – aço CA-25 – fornecimento, dobragem e colocação. ;3465;kg;R$ 10,29;Novembro;2017;R$ 46.040,46;3465;kg;R$ 6,83;Novembro;2017;R$ 30.559,41;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 15.481,05;0,03%;-33,62%;-0,01%
511;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Fornecimento e implantação de placa de regulamentação em aço D= 0,50 m – película retrorrefletiva tipo I e SI. ;10;und;R$ 189,08;Novembro;2017;R$ 2.441,56;10;und;R$ 189,08;Novembro;2017;R$ 2.441,56;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713; R$-   ;0,00%;0,00%;0,00%
512;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Fornecimento e implantação de suporte metálico galvanizado para placa de regulamentação – D= 0,50 m.  ;10;und;R$ 220,32;Novembro;2017;R$ 2.844,95;10;und;R$ 219,15;Novembro;2017;R$ 2.829,84;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 15,11;0,00%;-0,53%;0,00%
513;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Guarda corpo metálico. ;1884,8;m;R$ 326,94;Novembro;2017;R$ 795.709,20;1884,8;m;R$ 349,26;Novembro;2017;R$ 850.031,80;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;R$ 54.322,60;0,95%;6,83%;0,06%
514;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Aquisição, carga, manobra e descarga de material de jazida comercial. ;3084,81;m³;R$ 44,14;Novembro;2017;R$ 175.825,47;3084,81;m³;R$ 37,38;Novembro;2017;R$ 148.897,97;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 26.927,51;0,17%;-15,31%;-0,03%
515;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Taxa para recebimento de resíduos sólidos em bota fora comercial. ;6541,15;t;R$ 58,70;Novembro;2017;R$ 495.807,69;6541,15;t;R$ 58,70;Novembro;2017;R$ 495.807,69;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713; R$-   ;0,55%;0,00%;0,00%
516;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Fornecimento e colocação de barreira de siltagem. ;100;m;R$ 12,87;Novembro;2017;R$ 1.661,88;100;m;R$ 12,88;Novembro;2017;R$ 1.663,17;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;R$ 1,29;0,00%;0,08%;0,00%
517;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Pavimento de concreto com equipamento de pequeno porte, espessura de 0,21 m, com agente de cura e com tela soldada – concreto usinado – areia e brita comerciais. ;3364;m²;R$ 127,62;Novembro;2017;R$ 554.364,97;3364;m²;R$ 127,53;Novembro;2017;R$ 553.974,02;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 390,95;0,62%;-0,07%;0,00%
518;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Barra de transferência Ø 32 mm – aço CA-25 – fornecimento, dobragem e colocação. ;3465;kg;R$ 10,29;Novembro;2017;R$ 46.040,46;3465;kg;R$ 6,83;Novembro;2017;R$ 30.559,41;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 15.481,05;0,03%;-33,62%;-0,01%
519;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Fornecimento e implantação de placa de regulamentação em aço D= 0,50 m – película retrorrefletiva tipo I e SI. ;10;und;R$ 189,08;Novembro;2017;R$ 2.441,56;10;und;R$ 189,08;Novembro;2017;R$ 2.441,56;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713; R$-   ;0,00%;0,00%;0,00%
520;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Fornecimento e implantação de suporte metálico galvanizado para placa de regulamentação – D= 0,50 m.  ;10;und;R$ 220,32;Novembro;2017;R$ 2.844,95;10;und;R$ 219,15;Novembro;2017;R$ 2.829,84;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;-R$ 15,11;0,00%;-0,53%;0,00%
521;50607.001171/2019-13;4714221;PE;Pedro Henrique;FGV;AT n. 53/2019;2019;BR-101;RJ;20/12/2019;Guarda corpo metálico. ;1884,8;m;R$ 326,94;Novembro;2017;R$ 795.709,20;1884,8;m;R$ 349,26;Novembro;2017;R$ 850.031,80;RODOVIÁRIO;IGP-DI;646,422;646,422;834,713;R$ 54.322,60;0,95%;6,83%;0,06%
522;50009.001477/2019-19;4795386;CREMA;Rodrigo Lima;DNIT;AT n. 01/2020;2020;BR-210;RR;09/01/2020;Recomposição de revestimento primário. ;55860;m³;R$ 15,18;Novembro;2016;R$ 1.091.337,43;55860;m³;R$ 16,23;Novembro;2016;R$ 1.166.825,20;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;R$ 75.487,77;27,99%;6,92%;1,94%
523;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Subestação aérea de 30 kVA, instalada em poste de concreto duplo T 12/300, inclusive transformador de 30 kVA, com para-raios, chave seccionadora 100 A – 15 kV, com elos fusíveis de 2H inclusive cabeamento, caixa de proteção para medidor e 6 hastes de aterramento. ;13;und;R$ 28.614,79;Janeiro;2019;R$ 444.901,20;13;und;R$ 20.060,35;Janeiro;2019;R$ 311.897,24;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 133.003,97;0,60%;-29,90%;-0,18%
524;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Subestação aérea de 45 kVA, instalada em poste de concreto duplo T 12/600, inclusive transformador de 30 kVA, com para-raios, chave seccionadora 100 A – 15 kV, com elos fusíveis de 2H inclusive cabeamento, caixa de proteção para medidor e 6 hastes de aterramento.;1;und;R$ 31.810,39;Janeiro;2019;R$ 38.045,09;1;und;R$ 21.347,36;Janeiro;2019;R$ 25.531,35;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 12.513,74;0,05%;-32,89%;-0,02%
525;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Remanejamento de subestação aérea de 30 kVA, instalada em poste de concreto duplo T 12/600, inclusive seus acessórios. ;5;und;R$ 5.979,81;Janeiro;2019;R$ 35.759,14;5;und;R$ 5.804,77;Janeiro;2019;R$ 34.712,40;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 1.046,74;0,07%;-2,93%;0,00%
526;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Poste concreto seção circular resistividade cônica, 17/400, inclusive escavação, transporte – fornecimento e colocação. ;423;und;R$ 2.229,09;Janeiro;2019;R$ 1.127.710,53;423;und;R$ 1.659,89;Janeiro;2019;R$ 839.748,70;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 287.961,83;1,62%;-25,54%;-0,41%
527;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Poste concreto seção circular resistividade cônica, 14/400, inclusive escavação, transporte – fornecimento e colocação.;601;und;R$ 1.900,48;Janeiro;2019;R$ 1.366.052,66;601;und;R$ 1.379,50;Janeiro;2019;R$ 991.575,63;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 374.477,04;1,92%;-27,41%;-0,53%
528;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Base de concreto simples FCK de 15 Mpa, dimensões 40 x 40 x 80 cm. ;20;und;R$ 180,88;Janeiro;2019;R$ 4.326,63;20;und;R$ 178,65;Janeiro;2019;R$ 4.273,29;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 53,34;0,01%;-1,23%;0,00%
529;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Braço triplo 2,5 m, diâmetro de 60 cm, para fixação das luminárias, em alumínio conforme modelo projetado, fabricação Almec, Metalsinter ou EDESA (BR iluminação).;5;und;R$ 1.118,95;Janeiro;2019;R$ 6.691,30;5;und;R$ 878,79;Janeiro;2019;R$ 5.255,15;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 1.436,15;0,01%;-21,46%;0,00%
530;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Braço duplo 2,5 m, diâmetro de 60 cm, para fixação das luminárias, em alumínio conforme modelo projetado, fabricação Almec, Metalsinter ou EDESA (BR iluminação). ;1095;und;R$ 898,38;Janeiro;2019;R$ 1.176.532,32;1095;und;R$ 778,08;Janeiro;2019;R$ 1.018.985,58;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 157.546,74;1,97%;-13,39%;-0,26%
531;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Estrutura final de rede de iluminação pública, tipo SI 3. ;171;und;R$ 644,59;Janeiro;2019;R$ 131.828,51;171;und;R$ 644,18;Janeiro;2019;R$ 131.744,66;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 83,85;0,25%;-0,06%;0,00%
532;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Estrutura intermediária passante, usada em tangências e ângulos, para iluminação pública, tipo SI 1. ;794;und;R$ 260,72;Janeiro;2019;R$ 247.585,11;794;und;R$ 260,56;Janeiro;2019;R$ 247.433,17;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 151,94;0,48%;-0,06%;0,00%
533;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Estrutura de ancoragem dupla para iluminação pública, tipo SI 4.;413;und;R$ 353,79;Janeiro;2019;R$ 174.753,25;413;und;R$ 406,12;Janeiro;2019;R$ 200.601,46;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;R$ 25.848,21;0,39%;14,79%;0,06%
534;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Estrutura intermediária passante, usada derivações, para iluminação pública, tipo S2-S1.;59;und;R$ 610,34;Janeiro;2019;R$ 43.067,88;59;und;R$ 609,99;Janeiro;2019;R$ 43.043,18;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 24,70;0,08%;-0,06%;0,00%
535;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Estrutura passante, usada em derivações, para iluminação pública, tipo SI 4 – para poste duplo T.;8;und;R$ 594,69;Janeiro;2019;R$ 5.689,97;8;und;R$ 646,84;Janeiro;2019;R$ 6.188,94;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;R$ 498,97;0,01%;8,77%;0,00%
536;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Cabo multiplexado para rede de distribuição de 3 x 35 + 1 x 35 mm2.;51000;m;R$ 25,01;Janeiro;2019;R$ 1.525.504,65;51000;m;R$ 23,13;Janeiro;2019;R$ 1.410.832,56;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 114.672,08;2,73%;-7,52%;-0,20%
537;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Projetor de LED 142 W, com temperatura de cor 5.000 k, eficiência de 124 lm/W e fluxo luminoso da luminária 17.540 lm, proteção contra surto de tensão.;12;und;R$ 1.017,54;Janeiro;2019;R$ 14.603,68;12;und;R$ 942,43;Janeiro;2019;R$ 13.525,71;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 1.077,97;0,03%;-7,38%;0,00%
538;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Abraçadeira em PVC tipo D de 2”.;500;und;R$ 9,61;Janeiro;2019;R$ 5.746,76;500;und;R$ 6,28;Janeiro;2019;R$ 3.755,43;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 1.991,33;0,01%;-34,65%;0,00%
539;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Cabo de alumínio, bitola de 10,0 mm2.;150;m;R$ 12,16;Janeiro;2019;R$ 2.181,50;150;m;R$ 11,47;Janeiro;2019;R$ 2.057,71;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 123,79;0,00%;-5,67%;0,00%
540;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Retirada e instalação de poste seção circular, em concreto, RC 17/400, inclusive pintura na cor concreto, escavação e reaterro.;334;und;R$ 1.631,15;Janeiro;2019;R$ 651.583,43;334;und;R$ 516,83;Janeiro;2019;R$ 206.454,26;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 445.129,17;0,40%;-68,31%;-0,27%
541;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Retirada e instalação de poste metálico curvo simples, inclusive material para sua fixação.;24;und;R$ 1.288,29;Janeiro;2019;R$ 36.978,95;24;und;R$ 1.350,31;Janeiro;2019;R$ 38.759,16;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;R$ 1.780,22;0,07%;4,81%;0,00%
542;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Retirada de poste de iluminação pública, inclusive luminária, estrutura e condutores.;466;und;R$ 461,35;Janeiro;2019;R$ 257.126,07;466;und;R$ 450,40;Janeiro;2019;R$ 251.023,26;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 6.102,81;0,49%;-2,37%;-0,01%
543;50613.001966/2019-42;4823513;PE;Gleydson Viegas;DNIT;AT n. 60/2019;2019;BR-230;PB;14/01/2020;Retirada de luminária e suportes de fixação em poste de h= 15,0 m.;334;und;R$ 49,31;Janeiro;2019;R$ 19.697,50;334;und;R$ 49,30;Janeiro;2019;R$ 19.693,51;RODOVIÁRIO;IGP-DI;697,923;697,923;834,713;-R$ 3,99;0,04%;-0,02%;0,00%
544;50614.000892/2016-74;4830700;RPFO;Laura Oliveira;FGV;AT n. 39/2019;2019;BR-304;RN;15/01/2020;Execução de escoramento com treliça metálica para passarelas. ;2341,6;m²;R$ 1.306,44;Julho;2018;R$ 3.702.120,05;2341,6;m²;R$ 517,06;Março;2015;R$ 1.790.088,78;RODOVIÁRIO;IGP-DI;689,746;564,568;834,713;-R$ 1.912.031,27;20,91%;-51,65%;-10,80%
545;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Destinação final de resíduos da Construção Civil – RCC.;384,48;m³;R$ 44,45;Maio;2018;R$ 21.080,93;384,48;m³;R$ 44,45;Janeiro;2019;R$ 20.439,73;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713;-R$ 641,20;0,04%;-3,04%;0,00%
546;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Destinação final de remoção de revestimento betuminoso. ;80,35;m³;R$ 44,45;Maio;2018;R$ 4.405,57;80,35;m³;R$ 44,45;Janeiro;2019;R$ 4.271,57;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713;-R$ 134,00;0,01%;-3,04%;0,00%
547;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PEAD corrugado, flexível, perfurado DN= 160 mm, colocado em dispositivo de drenagem. ;86;m;R$ 17,33;Maio;2018;R$ 1.838,41;86;m;R$ 17,33;Janeiro;2019;R$ 1.782,69;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713;-R$ 55,72;0,00%;-3,03%;0,00%
548;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PVC DN= 150 mm, colocado em dispositivos de drenagem. ;10,6;m;R$ 33,11;Maio;2018;R$ 432,92;10,6;m;R$ 33,11;Janeiro;2019;R$ 419,80;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713;-R$ 13,12;0,00%;-3,03%;0,00%
549;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo comercial para aterro.;705,12;m³;R$ 62,27;Maio;2018;R$ 54.160,93;705,12;m³;R$ 62,27;Janeiro;2019;R$ 52.513,08;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713;-R$ 1.647,85;0,11%;-3,04%;0,00%
550;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Impregnação com inibidor de corrosão – 3 demãos. ;1193,36;m²;R$ 40,11;Maio;2018;R$ 59.042,99;1193,36;m²;R$ 40,11;Janeiro;2019;R$ 57.244,44;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713;-R$ 1.798,55;0,12%;-3,05%;0,00%
551;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Repovoamento vegetal – plantio de vetiver. ;0;und; R$-   ;Maio;2018; R$-   ;0;und;R$ 5,10;Janeiro;2019; R$-   ;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713; R$-   ;0,00%;0,00%;0,00%
552;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo reforçado com malha hexagonal de dupla torção – H= 1,00 m, L= 6,00 m. ;0;m²; R$-   ;Maio;2018; R$-   ;0;m²;R$ 1.002,66;Janeiro;2019; R$-   ;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713; R$-   ;0,00%;0,00%;0,00%
553;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo reforçado com malha hexagonal de dupla torção – H= 1,0 m, L= 8,00 m. ;0;m²; R$-   ;Maio;2018; R$-   ;0;m²;R$ 1.121,44;Janeiro;2019; R$-   ;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713; R$-   ;0,00%;0,00%;0,00%
554;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Muro de solo reforçado com malha hexagonal de dupla torção – H= 0,50 m, L= 6,0 m. ;0;m²; R$-   ;Maio;2018; R$-   ;0;m²;R$ 1.479,64;Janeiro;2019; R$-   ;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713; R$-   ;0,00%;0,00%;0,00%
555;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Muro de solo reforçado com malha hexagonal de dupla torção – H= 0,50 m, L= 8,0 m. ;0;m²; R$-   ;Maio;2018; R$-   ;0;m²;R$ 1.702,63;Janeiro;2019; R$-   ;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713; R$-   ;0,00%;0,00%;0,00%
556;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Chumbador de monobarra Ø ? 35 mm, carga de trabalho ? 120 kn provisória, exceto perfuração. ;0;m; R$-   ;Maio;2018; R$-   ;0;m;R$ 49,89;Janeiro;2019; R$-   ;RODOVIÁRIO;IGP-DI;676,695;697,923;834,713; R$-   ;0,00%;0,00%;0,00%
